Time,Watering intensity,Shutters,UV-Lamps,Heating
Thu Nov 26 15:00:00 CET 2020,0,1,0,1
Thu Nov 26 16:00:00 CET 2020,0,1,0,1
Thu Nov 26 17:00:00 CET 2020,0,1,1,1
Thu Nov 26 18:00:00 CET 2020,0,1,1,1
Thu Nov 26 19:00:00 CET 2020,0,1,1,1
Thu Nov 26 20:00:00 CET 2020,0,1,0,1
Thu Nov 26 21:00:00 CET 2020,0,1,0,1
Thu Nov 26 22:00:00 CET 2020,0,1,0,1
Thu Nov 26 23:00:00 CET 2020,0,1,0,1
Fri Nov 27 00:00:00 CET 2020,0,1,0,1
Fri Nov 27 01:00:00 CET 2020,0,1,0,1
Fri Nov 27 02:00:00 CET 2020,0,1,0,1
Fri Nov 27 03:00:00 CET 2020,0,1,0,1
Fri Nov 27 04:00:00 CET 2020,0,1,0,1
Fri Nov 27 05:00:00 CET 2020,0,1,0,1
Fri Nov 27 06:00:00 CET 2020,0,1,0,1
Fri Nov 27 07:00:00 CET 2020,0,1,0,1
Fri Nov 27 08:00:00 CET 2020,0,1,0,1
Fri Nov 27 09:00:00 CET 2020,0,1,0,1
Fri Nov 27 10:00:00 CET 2020,0,1,0,1
Fri Nov 27 11:00:00 CET 2020,0,1,0,1
Fri Nov 27 12:00:00 CET 2020,0,1,0,1
Fri Nov 27 13:00:00 CET 2020,0,1,0,1
Fri Nov 27 14:00:00 CET 2020,0,1,0,1
Fri Nov 27 15:00:00 CET 2020,0,1,0,1
Fri Nov 27 16:00:00 CET 2020,0,1,0,1
Fri Nov 27 17:00:00 CET 2020,0,1,1,1
Fri Nov 27 18:00:00 CET 2020,0,1,1,1
Fri Nov 27 19:00:00 CET 2020,0,1,0,1
Fri Nov 27 20:00:00 CET 2020,0,1,0,1
Fri Nov 27 21:00:00 CET 2020,0,1,0,1
Fri Nov 27 22:00:00 CET 2020,0,1,0,1
Fri Nov 27 23:00:00 CET 2020,0,1,0,1
Sat Nov 28 00:00:00 CET 2020,0,1,0,1
Sat Nov 28 01:00:00 CET 2020,0,1,0,1
Sat Nov 28 02:00:00 CET 2020,0,1,0,1
Sat Nov 28 03:00:00 CET 2020,0,1,0,1
Sat Nov 28 04:00:00 CET 2020,0,1,0,1
Sat Nov 28 05:00:00 CET 2020,0,1,0,1
Sat Nov 28 06:00:00 CET 2020,0,1,0,1
