Time,Watering intensity,Shutters,UV-Lamps,Heating
Mon Sep 21 13:00:00 CEST 2020,0,1,0,1
Mon Sep 21 14:00:00 CEST 2020,0,1,0,1
Mon Sep 21 15:00:00 CEST 2020,0,1,0,1
Mon Sep 21 16:00:00 CEST 2020,0,1,0,1
Mon Sep 21 17:00:00 CEST 2020,0,1,0,1
Mon Sep 21 18:00:00 CEST 2020,0,0,0,1
Mon Sep 21 19:00:00 CEST 2020,0,0,0,1
Mon Sep 21 20:00:00 CEST 2020,0,0,0,1
Mon Sep 21 21:00:00 CEST 2020,0,1,0,1
Mon Sep 21 22:00:00 CEST 2020,0,1,0,1
Mon Sep 21 23:00:00 CEST 2020,0,1,0,1
Tue Sep 22 00:00:00 CEST 2020,0,1,0,1
Tue Sep 22 01:00:00 CEST 2020,0,1,0,1
Tue Sep 22 02:00:00 CEST 2020,0,1,0,1
Tue Sep 22 03:00:00 CEST 2020,1,1,0,1
Tue Sep 22 04:00:00 CEST 2020,0,1,0,1
Tue Sep 22 05:00:00 CEST 2020,0,1,0,1
Tue Sep 22 06:00:00 CEST 2020,0,1,0,1
Tue Sep 22 07:00:00 CEST 2020,0,1,0,1
Tue Sep 22 08:00:00 CEST 2020,0,1,0,1
Tue Sep 22 09:00:00 CEST 2020,0,1,0,1
Tue Sep 22 10:00:00 CEST 2020,0,1,0,1
Tue Sep 22 11:00:00 CEST 2020,0,1,0,1
Tue Sep 22 12:00:00 CEST 2020,0,1,0,1
Tue Sep 22 13:00:00 CEST 2020,0,1,0,1
Tue Sep 22 14:00:00 CEST 2020,0,1,0,1
Tue Sep 22 15:00:00 CEST 2020,0,1,0,1
Tue Sep 22 16:00:00 CEST 2020,0,1,0,1
Tue Sep 22 17:00:00 CEST 2020,0,1,0,1
Tue Sep 22 18:00:00 CEST 2020,0,1,0,1
Tue Sep 22 19:00:00 CEST 2020,0,1,0,1
Tue Sep 22 20:00:00 CEST 2020,0,1,1,1
Tue Sep 22 21:00:00 CEST 2020,0,1,1,1
Tue Sep 22 22:00:00 CEST 2020,0,1,1,1
Tue Sep 22 23:00:00 CEST 2020,0,1,1,1
Wed Sep 23 00:00:00 CEST 2020,0,1,1,1
Wed Sep 23 01:00:00 CEST 2020,0,1,0,1
Wed Sep 23 02:00:00 CEST 2020,0,1,0,1
Wed Sep 23 03:00:00 CEST 2020,0,1,0,1
Wed Sep 23 04:00:00 CEST 2020,0,1,0,1
Wed Sep 23 05:00:00 CEST 2020,0,1,0,1
Wed Sep 23 06:00:00 CEST 2020,0,1,0,1
Wed Sep 23 07:00:00 CEST 2020,0,1,0,1
Wed Sep 23 08:00:00 CEST 2020,0,0,0,1
Wed Sep 23 09:00:00 CEST 2020,0,1,0,1
Wed Sep 23 10:00:00 CEST 2020,0,1,0,1
Wed Sep 23 11:00:00 CEST 2020,0,1,0,1
Wed Sep 23 12:00:00 CEST 2020,0,1,0,1
Wed Sep 23 13:00:00 CEST 2020,0,1,0,1
Wed Sep 23 14:00:00 CEST 2020,0,1,0,1
Wed Sep 23 15:00:00 CEST 2020,0,1,0,1
Wed Sep 23 16:00:00 CEST 2020,0,1,0,1
Wed Sep 23 17:00:00 CEST 2020,0,1,0,1
Wed Sep 23 18:00:00 CEST 2020,0,1,0,1
Wed Sep 23 19:00:00 CEST 2020,0,1,0,1
